Set #,Ensemble,Accuracy,AUC,F1,Precision,Recall,Specificity
54,XG + Per + SVM + KNN,0.7631773399014777,0.7261217437533226,0.6444507101086049,0.7146717171717172,0.5972727272727272,0.854970760233918
55,XG + LR + SVM + KNN,0.7768472906403939,0.7369564061669325,0.6505956066637181,0.7223737373737373,0.5981818181818181,0.8757309941520468
56,Per + LR + SVM + KNN,0.7527093596059113,0.720156831472621,0.6397284772032383,0.6962698412698411,0.6072727272727273,0.8330409356725147
57,RF + XG + Per + LR + SVM,0.7528325123152708,0.71764221158958,0.6348366750208856,0.6968939393939394,0.5972727272727272,0.8380116959064328
58,RF + XG + Per + LR + KNN,0.7596059113300492,0.7225970228601807,0.6368167231805002,0.70502886002886,0.5963636363636363,0.8488304093567252
59,RF + XG + Per + SVM + KNN,0.7631773399014777,0.7261217437533226,0.6444507101086049,0.7146717171717172,0.5972727272727272,0.854970760233918
60,RF + XG + LR + SVM + KNN,0.7732758620689655,0.7297341839447102,0.6427373581011352,0.7309920634920635,0.578181818181818,0.8812865497076023
61,RF + Per + LR + SVM + KNN,0.7456896551724138,0.7123790536948431,0.626990381965143,0.6723304473304472,0.5972727272727272,0.8274853801169592
62,XG + Per + LR + SVM + KNN,0.7597290640394088,0.7215762892078681,0.6377840434419382,0.7113383838383839,0.5881818181818181,0.854970760233918
63,RF + XG + Per + LR + SVM + KNN,0.7666256157635467,0.728753322700691,0.6455033416875522,0.7168939393939394,0.5972727272727272,0.8602339181286549
